Total Accesses:,7086622
Frames,Missees,Miss Rate
1,4550986,0.642194
2,4225936,0.596326
3,4061491,0.573121
4,3935432,0.555333
5,3855708,0.544083
6,3770692,0.532086
7,3628179,0.511976
8,3387974,0.478080
9,3151973,0.444778
10,2939384,0.414779
11,2801499,0.395322
12,2704344,0.381613
13,2611955,0.368575
14,2510747,0.354294
15,2409465,0.340002
16,2317992,0.327094
17,2234510,0.315314
18,2155540,0.304170
19,2076164,0.292969
20,1998212,0.281970
21,1924105,0.271512
22,1856789,0.262013
23,1797848,0.253696
24,1747982,0.246659
25,1706428,0.240796
26,1671387,0.235851
27,1641873,0.231686
28,1617051,0.228184
29,1595623,0.225160
30,1576765,0.222499
31,1560468,0.220199
32,1545553,0.218094
33,1532205,0.216211
34,1519772,0.214456
35,1507966,0.212791
36,1496932,0.211234
37,1486296,0.209733
38,1476165,0.208303
39,1466496,0.206939
40,1457189,0.205625
41,1448178,0.204354
42,1439526,0.203133
43,1430938,0.201921
44,1422551,0.200738
45,1414322,0.199576
46,1406234,0.198435
47,1398349,0.197322
48,1390482,0.196212
49,1382892,0.195141
50,1375363,0.194079
51,1368085,0.193052
52,1361113,0.192068
53,1354044,0.191070
54,1347230,0.190109
55,1340414,0.189147
56,1333747,0.188206
57,1327067,0.187264
58,1320649,0.186358
59,1314343,0.185468
60,1308077,0.184584
61,1301933,0.183717
62,1295831,0.182856
63,1289919,0.182022
64,1283991,0.181185
65,1278325,0.180386
66,1272461,0.179558
67,1266763,0.178754
68,1261011,0.177942
69,1255474,0.177161
70,1250095,0.176402
71,1244591,0.175625
72,1239236,0.174870
73,1234118,0.174148
74,1229016,0.173428
75,1223995,0.172719
76,1218967,0.172010
77,1214173,0.171333
78,1209337,0.170651
79,1204594,0.169981
80,1199951,0.169326
81,1195399,0.168684
82,1190902,0.168049
83,1186507,0.167429
84,1182144,0.166813
85,1177822,0.166204
86,1173558,0.165602
87,1169467,0.165025
88,1165358,0.164445
89,1161207,0.163859
90,1157112,0.163281
91,1153225,0.162733
92,1149315,0.162181
93,1145409,0.161630
94,1141657,0.161100
95,1137942,0.160576
96,1134184,0.160046
97,1130453,0.159519
98,1126879,0.159015
99,1123318,0.158512
100,1119762,0.158011
101,1116190,0.157507
102,1112726,0.157018
103,1109243,0.156526
104,1105721,0.156029
105,1102351,0.155554
106,1099064,0.155090
107,1095796,0.154629
108,1092378,0.154147
109,1089017,0.153672
110,1085782,0.153216
111,1082477,0.152749
112,1079172,0.152283
113,1075928,0.151825
114,1072657,0.151364
115,1069538,0.150924
116,1066416,0.150483
117,1063355,0.150051
118,1060368,0.149630
119,1057344,0.149203
120,1054293,0.148772
121,1051325,0.148353
122,1048274,0.147923
123,1045213,0.147491
124,1042171,0.147062
125,1039179,0.146640
126,1036359,0.146242
127,1033479,0.145835
128,1030674,0.145439
129,1027821,0.145037
130,1025019,0.144641
131,1022263,0.144253
132,1019481,0.143860
133,1016760,0.143476
134,1014015,0.143089
135,1011358,0.142714
136,1008738,0.142344
137,1006143,0.141978
138,1003552,0.141612
139,1000952,0.141245
140,998424,0.140889
141,995905,0.140533
142,993414,0.140182
143,990896,0.139826
144,988466,0.139483
145,986000,0.139135
146,983560,0.138791
147,981130,0.138448
148,978729,0.138109
149,976361,0.137775
150,973971,0.137438
151,971500,0.137089
152,969085,0.136749
153,966751,0.136419
154,964372,0.136083
155,962040,0.135754
156,959693,0.135423
157,957319,0.135088
158,955043,0.134767
159,952811,0.134452
160,950581,0.134137
161,948441,0.133835
162,946256,0.133527
163,943997,0.133208
164,941865,0.132907
165,939696,0.132601
166,937533,0.132296
167,935411,0.131997
168,933299,0.131699
169,931217,0.131405
170,929093,0.131105
171,927078,0.130821
172,925030,0.130532
173,922965,0.130240
174,920939,0.129955
175,918897,0.129666
176,916837,0.129376
177,914792,0.129087
178,912942,0.128826
179,910957,0.128546
180,908959,0.128264
181,907005,0.127988
182,905027,0.127709
183,903098,0.127437
184,901155,0.127163
185,899289,0.126900
186,897422,0.126636
187,895634,0.126384
188,893725,0.126114
189,891873,0.125853
190,890027,0.125593
191,888205,0.125335
192,886414,0.125083
193,884643,0.124833
194,882871,0.124583
195,881107,0.124334
196,879383,0.124091
197,877637,0.123844
198,875886,0.123597
199,874096,0.123345
200,872269,0.123087
201,870504,0.122838
202,868802,0.122597
203,866961,0.122338
204,865236,0.122094
205,863478,0.121846
206,861747,0.121602
207,860052,0.121363
208,858359,0.121124
209,856694,0.120889
210,855018,0.120652
211,853393,0.120423
212,851701,0.120184
213,850050,0.119951
214,848413,0.119720
215,846751,0.119486
216,845044,0.119245
217,843376,0.119010
218,841729,0.118777
219,840121,0.118550
220,838526,0.118325
221,836867,0.118091
222,835253,0.117863
223,833672,0.117640
224,832198,0.117432
225,830592,0.117206
226,829040,0.116987
227,827533,0.116774
228,825971,0.116554
229,824344,0.116324
230,822775,0.116103
231,821221,0.115883
232,819672,0.115665
233,818066,0.115438
234,816547,0.115224
235,814988,0.115004
236,813414,0.114782
237,811791,0.114553
238,810252,0.114335
239,808657,0.114110
240,807125,0.113894
241,805639,0.113684
242,804224,0.113485
243,802774,0.113280
244,801259,0.113066
245,799827,0.112864
246,798319,0.112652
247,796837,0.112442
248,795381,0.112237
249,793911,0.112030
250,792518,0.111833
251,791090,0.111631
252,789675,0.111432
253,788288,0.111236
254,786866,0.111035
255,785445,0.110835
256,784033,0.110636
257,782650,0.110440
258,781273,0.110246
259,779855,0.110046
260,778544,0.109861
261,777175,0.109668
262,775790,0.109472
263,774522,0.109294
264,773159,0.109101
265,771819,0.108912
266,770462,0.108721
267,769140,0.108534
268,767772,0.108341
269,766435,0.108152
270,765188,0.107976
271,763840,0.107786
272,762553,0.107605
273,761302,0.107428
274,759938,0.107236
275,758579,0.107044
276,757279,0.106860
277,756020,0.106683
278,754699,0.106496
279,753364,0.106308
280,752161,0.106138
281,750870,0.105956
282,749642,0.105783
283,748387,0.105606
284,747094,0.105423
285,745815,0.105243
286,744592,0.105070
287,743346,0.104894
288,742115,0.104721
289,740922,0.104552
290,739715,0.104382
291,738481,0.104208
292,737249,0.104034
293,736029,0.103862
294,734816,0.103691
295,733532,0.103509
296,732335,0.103340
297,731193,0.103179
298,729984,0.103009
299,728794,0.102841
300,727601,0.102672
301,726408,0.102504
302,725244,0.102340
303,724036,0.102169
304,722870,0.102005
305,721747,0.101846
306,720632,0.101689
307,719489,0.101528
308,718364,0.101369
309,717188,0.101203
310,716005,0.101036
311,714914,0.100882
312,713767,0.100720
313,712644,0.100562
314,711544,0.100407
315,710453,0.100253
316,709333,0.100095
317,708216,0.099937
318,707080,0.099777
319,705949,0.099617
320,704820,0.099458
321,703692,0.099299
322,702560,0.099139
323,701425,0.098979
324,700382,0.098832
325,699314,0.098681
326,698233,0.098528
327,697137,0.098374
328,696073,0.098224
329,694997,0.098072
330,693892,0.097916
331,692823,0.097765
332,691719,0.097609
333,690670,0.097461
334,689559,0.097304
335,688516,0.097157
336,687398,0.096999
337,686373,0.096855
338,685308,0.096704
339,684236,0.096553
340,683186,0.096405
341,682142,0.096258
342,681069,0.096106
343,679978,0.095952
344,678924,0.095804
345,677861,0.095654
346,676868,0.095513
347,675832,0.095367
348,674817,0.095224
349,673806,0.095081
350,672798,0.094939
351,671794,0.094797
352,670781,0.094655
353,669723,0.094505
354,668694,0.094360
355,667680,0.094217
356,666672,0.094075
357,665652,0.093931
358,664636,0.093787
359,663590,0.093640
360,662591,0.093499
361,661638,0.093364
362,660600,0.093218
363,659611,0.093078
364,658643,0.092942
365,657677,0.092805
366,656663,0.092662
367,655659,0.092521
368,654674,0.092382
369,653701,0.092244
370,652744,0.092109
371,651795,0.091975
372,650840,0.091841
373,649846,0.091700
374,648873,0.091563
375,647874,0.091422
376,646879,0.091282
377,645941,0.091149
378,645007,0.091018
379,644030,0.090880
380,643048,0.090741
381,642063,0.090602
382,641104,0.090467
383,640165,0.090334
384,639231,0.090202
385,638311,0.090073
386,637434,0.089949
387,636414,0.089805
388,635477,0.089673
389,634517,0.089537
390,633579,0.089405
391,632674,0.089277
392,631739,0.089145
393,630835,0.089018
394,629892,0.088885
395,628966,0.088754
396,628032,0.088622
397,627100,0.088491
398,626150,0.088357
399,625281,0.088234
400,624364,0.088105
401,623473,0.087979
402,622559,0.087850
403,621709,0.087730
404,620805,0.087602
405,619882,0.087472
406,618969,0.087343
407,618085,0.087219
408,617195,0.087093
409,616352,0.086974
410,615472,0.086850
411,614631,0.086731
412,613751,0.086607
413,612938,0.086492
414,612066,0.086369
415,611231,0.086251
416,610359,0.086128
417,609506,0.086008
418,608644,0.085886
419,607775,0.085764
420,606907,0.085641
421,606030,0.085517
422,605168,0.085396
423,604341,0.085279
424,603501,0.085161
425,602648,0.085040
426,601788,0.084919
427,600962,0.084802
428,600139,0.084686
429,599314,0.084570
430,598488,0.084453
431,597634,0.084333
432,596826,0.084219
433,595984,0.084100
434,595189,0.083988
435,594335,0.083867
436,593507,0.083750
437,592671,0.083632
438,591915,0.083526
439,591054,0.083404
440,590224,0.083287
441,589388,0.083169
442,588547,0.083050
443,587775,0.082941
444,586986,0.082830
445,586173,0.082715
446,585434,0.082611
447,584650,0.082501
448,583828,0.082385
449,583096,0.082281
450,582314,0.082171
451,581503,0.082056
452,580668,0.081939
453,579883,0.081828
454,579045,0.081710
455,578270,0.081600
456,577456,0.081485
457,576644,0.081371
458,575848,0.081258
459,575021,0.081142
460,574209,0.081027
461,573429,0.080917
462,572605,0.080801
463,571855,0.080695
464,571066,0.080584
465,570246,0.080468
466,569484,0.080360
